,Company Common Name,RIC,ISIN,Organization PermID,Exchange Name,TRBC Economic Sector Name,TRBC Business Sector Name,Delisted Quote Flag
433,IN motion AG movie TV & music productions,IXUG.DE^E11,DE0006223803,4295870155,Xetra,Consumer Cyclicals,Cyclical Consumer Services,True
434,Gpc Biotech AG,GPCG.DE^K09,DE0005851505,4295869353,Xetra,Healthcare,Pharmaceuticals & Medical Research,True
435,Beta Systems Software AG,SPT6.F,DE000A0NK3W4,4295869730,Frankfurt Stock Exchange,Technology,Software & IT Services,False
436,Deutsche Balaton AG,BBHKk.F^J23,DE000A2LQT08,4295869458,Frankfurt Stock Exchange,Financials,Banking & Investment Services,True
437,AmaTech AG,TXAG.DE^E11,DE0005192801,4295870158,Xetra,Technology,Software & IT Services,True
438,Pixelnet AG,PXNG.DE^F05,DE0005279806,4295870164,Xetra,Industrials,Industrial & Commercial Services,True
439,Moenus Textilmaschinen AG,MOEG_pa.F^F00,DE0006621055,5000008512,Frankfurt Stock Exchange,Industrials,Industrial Goods,True
440,adesso SE,ADNGk.DE,DE000A0Z23Q5,4295870159,Xetra,Technology,Software & IT Services,False
441,Siemens Industry Software GmbH,IBBGn.DE^H14,DE0006228406,5051008422,Xetra,Technology,Software & IT Services,True
442,Alphaform AG,ATFG.DE^E17,DE0005487953,4295870156,Xetra,Basic Materials,Applied Resources,True
443,Comdirect Bank AG,CDBG.DE^K20,DE0005428007,4295870147,Xetra,Financials,Banking & Investment Services,True
444,Medisana GmbH,MHHG.DE^J16,DE0005492540,5037612409,Xetra,Healthcare,Healthcare Services & Equipment,True
445,Masterflex SE,MZXG.DE,DE0005492938,5040699848,Xetra,Industrials,Industrial Goods,False
446,Microlog Logistics AG,MKLG.DE^H07,DE0005494314,4295870167,Xetra,Industrials,Transportation,True
447,Media AG Fuer Innovative Medientechnologie,MJAG.DE^J05,DE0006633308,4295869620,Xetra,Financials,Collective Investments,True
448,Scholz and Friends Group GmbH,UVIG.DE^K01,DE0005488985,5000414856,Xetra,Consumer Cyclicals,Cyclical Consumer Services,True
449,Feedback AG,FEEG.F^C05,DE0005490775,4295870152,Frankfurt Stock Exchange,Financials,Banking & Investment Services,True
450,UMS United Medical Systems International AG I L,UMS.DE^A15,DE0005493654,4295869575,Xetra,Healthcare,Healthcare Services & Equipment,True
451,Analytik Jena GmbH+Co KG,AJAG.DE^C15,DE0005213508,4295870157,Xetra,Industrials,Industrial Goods,True
452,Eurofins Genescan Holding GmbH,GEPG.DE^G05,DE0005861504,5037588040,Xetra,Basic Materials,Chemicals,True
453,Texas Instruments Berlin GmbH,CDTG.DE^J03,DE0005310908,5000710884,Xetra,Technology,Software & IT Services,True
454,Wapme Systems AG,WPMG.DE^B09,DE0005495501,4295870169,Xetra,Technology,Software & IT Services,True
455,CompuGroup Medical SE & Co KgaA,COPMa.F^G03,DE000A288904,5050307430,Frankfurt Stock Exchange,Technology,Software & IT Services,True
456,Nexus AG,NXUG.DE^K25,DE0005220909,4295869331,Xetra,Technology,Software & IT Services,True
457,media netCom AG,MNPGn.DE^G07,DE0005423800,4295870165,Xetra,Technology,Software & IT Services,True
458,GERRY WEBER International GmbH,GWIG_p.DE^H00,DE0007762437,4295868914,Xetra,Consumer Cyclicals,Cyclical Consumer Products,True
459,Curasan AG,CURk.DE^J20,DE000A2YPGM4,4295869313,Xetra,Healthcare,Healthcare Services & Equipment,True
460,CAA AG,CAAG.DE^J02,DE0006176001,4295869302,Xetra,Technology,Software & IT Services,True
461,VIVA Media GmbH,VVMGn.DE^F05,DE0006171069,5000240232,Xetra,Consumer Cyclicals,Cyclical Consumer Services,True
462,USU AG,USUG.DE^I03,DE0007571101,4295869915,Xetra,Technology,Software & IT Services,True
463,Medigene AG,MDG1k.DE^D25,DE000A40ESG2,4295869325,Xetra,Healthcare,Pharmaceuticals & Medical Research,True
464,IVU Traffic Technologies AG,IVUG.DE,DE0007448508,4295869327,Xetra,Technology,Software & IT Services,False
465,Pferdewetten de AG,EMHG.DE^E11,DE000A2YN777,5000053507,Xetra,Consumer Cyclicals,Cyclical Consumer Services,True
466,Holidaycheck Group AG,HOC.DE^K21,DE0005495329,4295869318,Xetra,Consumer Cyclicals,Cyclical Consumer Services,True
467,Allgeier SE,AEIGn.DE,DE000A2GS633,5037586654,Xetra,Technology,Software & IT Services,False
468,ArtStor AG,HHSG.DE^E11,DE0005492862,4295870154,Xetra,Technology,Technology Equipment,True
469,Umweltkontor Renewable Energy AG,UREG.DE^L06,DE0007608101,4295870170,Xetra,Utilities,Utilities,True
470,Job Today AG,JOBG.DE^D01,DE0005939508,4295869859,Xetra,,,True
471,Ingram Macrotron Aktiengesellschaft fuer Datenerfassungssysteme,MACR_p.F^A01,DE0006549132,5000428711,Frankfurt Stock Exchange,Technology,Technology Equipment,True
472,Ingram Macrotron Aktiengesellschaft fuer Datenerfassungssysteme,MACR.F^A01,DE0006549108,5000428711,Frankfurt Stock Exchange,Technology,Technology Equipment,True
473,Geratherm Medical AG,GMEG.DE,DE0005495626,4295869319,Xetra,Healthcare,Healthcare Services & Equipment,False
474,Advanced Photonics Technologies AG,AP8Gk.DE^E11,DE000A0AM9S2,4295869300,Xetra,Technology,Technology Equipment,True
475,PFAFF Industrie Maschinen AG,PFAG.F^I00,DE0006914302,4295869095,Frankfurt Stock Exchange,Industrials,Industrial Goods,True
476,Ejay AG,EJ1G.DE^E02,DE0005495709,4295869316,Xetra,Technology,Software & IT Services,True
477,Bausch AG,BAHG.DE^H00,DE0005175905,5000089829,Xetra,Consumer Cyclicals,Cyclical Consumer Products,True
478,Actris Brauereibetriebsveraeusserungs AG,EWBG.F^H00,DE0005706006,4295868838,Frankfurt Stock Exchange,Consumer Non-Cyclicals,Food & Beverages,True
479,2Invest AG,2INVn.DE^A26,DE000A3H3L44,4295869583,Xetra,Financials,Investment Holding Companies,True
480,Dierig Holding AG,DIEG.F,DE0005580005,4295868672,Frankfurt Stock Exchange,Consumer Cyclicals,Cyclical Consumer Products,False
481,Dierig Holding AG,DIEGa.F^H00,DE0005580096,4295868672,Frankfurt Stock Exchange,Consumer Cyclicals,Cyclical Consumer Products,True
482,Elektra Beckum AG,FBEG.F^H02,DE0005667208,4295870115,Frankfurt Stock Exchange,Industrials,Industrial Goods,True
483,Otto Stumpf AG,STUG_p.F^B04,DE0007282048,4295869559,Frankfurt Stock Exchange,Real Estate,Real Estate,True
484,Otto Stumpf AG,STUG_pa.F^I00,DE0007282048,4295869559,Frankfurt Stock Exchange,Real Estate,Real Estate,True
485,Pgam Advanced Technologies AG,PATG.DE^L06,DE0005138408,4295869564,Xetra,Consumer Cyclicals,Automobiles & Auto Parts,True
486,Lambda Physik AG,LPXG.DE^A05,DE0005494272,4295869614,Xetra,Technology,Technology Equipment,True
487,Irene Propco 6 Deutschland Immobilien GmbH,SDKG.F^C09,DE0007276008,5000667922,Frankfurt Stock Exchange,Real Estate,Real Estate,True
488,NTT DATA Business Solutions AG,ILHG.DE^F13,DE0007300402,4295869637,Xetra,Technology,Software & IT Services,True
489,Fame AG,FAMG.DE^I04,DE0005185102,4295869578,Xetra,Financials,Banking & Investment Services,True
490,SAP Systems Integration AG,SSIG.DE^F07,DE0005011118,4295869579,Xetra,Technology,Software & IT Services,True
491,4MBO International Electronic AG,MB4G.DE^G06,DE0005487805,4295869576,Xetra,Consumer Cyclicals,Cyclical Consumer Services,True
492,Qioptiq Holding GmbH,LIAG.DE^G09,DE0005256507,5000633972,Xetra,Technology,Technology Equipment,True
493,Caatoosee AG,CATG.DE^F05,DE0006178353,4295869607,Xetra,Technology,Software & IT Services,True
494,Gap AG,GSMGk.DE^J06,DE0005801500,4295869616,Xetra,Technology,Software & IT Services,True
495,Orbis Se,OBS.DE,DE0005228779,4295869619,Xetra,Technology,Software & IT Services,False
496,exceet Card AG,WI7Gk.DE^B11,DE000A0XFUK6,4295870012,Xetra,Industrials,Industrial Goods,True
497,Albingia Versicherungs AG,AGVG_p.F^K00,DE0008457037,4295870172,Frankfurt Stock Exchange,Financials,Banking & Investment Services,True
498,Albingia Versicherungs AG,AGVG.F^K00,DE0008457003,4295870172,Frankfurt Stock Exchange,Financials,Banking & Investment Services,True
499,MPC Muenchmeyer Petersen Capital AG,MPCKk.DE,DE000A1TNWJ4,4295869638,Xetra,Financials,Banking & Investment Services,False
500,Syzygy AG,SYZG.DE,DE0005104806,4295869634,Xetra,Industrials,Industrial & Commercial Services,False
501,Wirecard AG,WDIG.DE^A21,DE0007472060,4295869662,Xetra,Industrials,Industrial & Commercial Services,True
502,Agfb AG Fuer Beteiligungen An Telekommunikationsunternehmen,ABTG.DE^C01,DE0005008809,4295869438,Xetra,,,True
503,STRABAG Grossprojekte GmbH,HELG.F^K00,DE0006043003,4295869309,Frankfurt Stock Exchange,Industrials,Industrial & Commercial Services,True
504,Borussia Dortmund GmbH & Co KGaA,BVB.DE,DE0005493092,4295869631,Xetra,Consumer Cyclicals,Cyclical Consumer Services,False
505,Swiss Life Deutschland Vertriebsholding GmbH,AWDG.DE^K09,DE0005085906,5040185067,Xetra,Financials,Banking & Investment Services,True
506,BayWa AG,BYWGnx.DE,DE0005194062,4295869074,Xetra,Consumer Non-Cyclicals,Food & Beverages,False
507,STRABAG Grossprojekte GmbH,HELG_p.F^K00,DE0006043037,4295869309,Frankfurt Stock Exchange,Industrials,Industrial & Commercial Services,True
508,Heiler Software GmbH,HRWG.DE^E13,DE0005429906,5040697805,Xetra,Technology,Software & IT Services,True
509,Camelot Tele Communication Online AG iI,CTKG.DE^E11,DE0005010896,4295869655,Xetra,Technology,Telecommunications Services,True
510,Reply Deutschland AG,SYSG.DE^L13,DE0005501456,4295869653,Xetra,Technology,Software & IT Services,True
511,Pelikan AG,HEZG_p.DE^A01,DE0006053135,4295869574,Xetra,Basic Materials,Applied Resources,True
512,BayWa AG,BYWG.DE,DE0005194005,4295869074,Xetra,Consumer Non-Cyclicals,Food & Beverages,False
513,SPORTTOTAL AG,WIGGk.DE^F25,DE000A1EMG56,4295869650,Xetra,Consumer Cyclicals,Cyclical Consumer Services,True
514,Vew AG,VEWG.F^K00,DE0007612210,4295870252,Frankfurt Stock Exchange,Utilities,Utilities,True
515,Biolitec AG,BIBG.DE^C13,DE0005213409,4295870005,Xetra,Healthcare,Healthcare Services & Equipment,True
516,Paragon GmbH & Co KGaA,PGNG.DE,DE0005558696,5064637630,Xetra,Consumer Cyclicals,Automobiles & Auto Parts,False
517,EMS New Media AG,EMNG.DE^E11,DE0005212807,4295870010,Xetra,Consumer Cyclicals,Cyclical Consumer Services,True
518,TAG Immobilien AG,TEGG.DE,DE0008303504,4295869000,Xetra,Real Estate,Real Estate,False
519,Deutsche Post AG,DHLn.DE,DE0005552004,4295869983,Xetra,Industrials,Transportation,False
520,TC Unterhaltungselektronik AG,TCUG.F,DE0007454209,4295869652,Frankfurt Stock Exchange,Technology,Technology Equipment,False
521,Mood and Motion AG,NF7Gk.DE^A15,DE000A1E9A75,4295869286,Xetra,Financials,Banking & Investment Services,True
522,BTT Abwicklungsgesellschaft AG,BTSG.DE^F04,DE0006180615,4295868675,Xetra,Healthcare,Pharmaceuticals & Medical Research,True
523,Comtrade AG,CTBGk.DE^E11,DE000A0STXE4,4295869289,Xetra,Technology,Software & IT Services,True
524,Mme Moviement AG,MMEG.DE^H15,DE0005761159,5049099046,Xetra,Technology,Software & IT Services,True
525,EECH Group AG,PTAG.DE^E11,DE0006852809,4295868671,Xetra,Utilities,Utilities,True
526,Funkwerk AG,FEWG.DE^C13,DE000A40ZW05,4295869645,Xetra,Technology,Technology Equipment,True
527,GBS Software AG,GRPGk.DE^J06,DE0001262012,5000002714,Xetra,Technology,Software & IT Services,True
528,Mediclin AG,MEDG.DE,DE0006595101,4295869285,Xetra,Healthcare,Healthcare Services & Equipment,False
529,Maier + Partner AG,MPRG.DE^E11,DE000A1MMCY2,4295869565,Xetra,Technology,Technology Equipment,True
530,PA Power Automation AG,PPAG.DE^E11,DE0006924400,4295869736,Xetra,Industrials,Industrial Goods,True
531,Deutsche EuroShop AG,DEQGn.DE,DE0007480204,4295869658,Xetra,Real Estate,Real Estate,False
532,Hoenle AG,HNL.DE,DE0005157101,4295869295,Xetra,Industrials,Industrial Goods,False
533,Deutsche Boerse AG,DB1Gn.DE,DE0005810055,4298007872,Xetra,Financials,Banking & Investment Services,False
534,Sunways AG,SWWG.DE^D14,DE0007332207,4295869304,Xetra,Energy,Renewable Energy,True
535,DGAG Deutsche Grundvermoegen AG,BLAG.F^J07,DE0007659500,4295868734,Frankfurt Stock Exchange,Real Estate,Real Estate,True
536,CoDon AG,CNWk.DE^J22,DE000A3E5C08,4295869312,Xetra,Healthcare,Pharmaceuticals & Medical Research,True
537,Skw Trostberg AG,SKWG.DE^B01,DE0007626608,4295869126,Xetra,Basic Materials,Chemicals,True
538,KME AG,KMGG.DE^L00,DE0006003007,4295869085,Xetra,Basic Materials,Mineral Resources,True
539,A Friedr. Flender AG,FFLG.F^C01,DE0005769608,4295869373,Frankfurt Stock Exchange,Industrials,Industrial Goods,True
540,OHB SE,OHBG.DE,DE0005936124,5045819668,Xetra,Industrials,Industrial Goods,False
541,Ls Telcom AG,LSXG.DE^J14,DE0005754402,4295869562,Xetra,Technology,Technology Equipment,True
542,Agiplan Technosoft AG,AGIG.DE^E11,DE0005870356,4295869633,Xetra,Technology,Software & IT Services,True
543,Triplan AG,TPNG.DE^J17,DE0007499303,4295869649,Xetra,Technology,Software & IT Services,True
544,Wickrather Handels & Beteiligungs AG,WKHG.F^H01,DE0007781007,4298142499,Frankfurt Stock Exchange,Consumer Cyclicals,Retailers,True
545,Nordex SE,NDXG.DE^D05,DE0005873574,5000667749,Xetra,Industrials,Industrial Goods,True
546,farmatic Anlagenbau GmbH,FARG.DE^E11,DE0006051923,4295869654,Xetra,Industrials,Industrial & Commercial Services,True
547,Ex Cell O Holding AG,EXOG.F^D01,DE0005700009,4295869998,Frankfurt Stock Exchange,Consumer Cyclicals,Automobiles & Auto Parts,True
548,Schweizer Electronic AG,SWEGn.DE,DE0005156236,4295869346,Xetra,Technology,Technology Equipment,False
549,Deutsche Kontinentale Rueckversicherungs Ag,MRVG.F^E01,DE0008427006,5001153151,Frankfurt Stock Exchange,,,True
550,MS Industrie AG,MSAG.DE,DE0005855183,4295869054,Xetra,Consumer Cyclicals,Automobiles & Auto Parts,False
551,Mueller Die lila Logistik SE,MLLG.DE,DE0006214687,4295869665,Xetra,Industrials,Transportation,False
552,VTG Deutschland GmbH,LEHG.F^F01,DE0006464209,4298173917,Frankfurt Stock Exchange,Industrials,Transportation,True
553,KME AG,KMGG.DE^I01,DE0006003007,4295869085,Xetra,Basic Materials,Mineral Resources,True
554,Kraftwerk Altwuerttemberg AG,KAWG.F^G01,DE0006328008,4295868845,Frankfurt Stock Exchange,Utilities,Utilities,True
555,Main Kraftwerke AG,MKWG.F^G01,DE0006554009,4295869395,Frankfurt Stock Exchange,,,True
556,Pulsion Medical Systems SE,PUSG.DE^A15,DE0005487904,5035302822,Xetra,Healthcare,Healthcare Services & Equipment,True
557,Fraport AG Frankfurt Airport Services Worldwide,FRAG.DE,DE0005773303,4295868957,Xetra,Industrials,Transportation,False
558,WOM World of Medicine GmbH,WOMG.DE^H12,DE0006637390,5040692172,Xetra,Healthcare,Healthcare Services & Equipment,True
559,Sap AG,SAPG_p.DE^F01,DE0007164634,4295868698,Xetra,Technology,Software & IT Services,True
560,Essanelle Hair Group AG,EHXG.DE^H14,DE0006610314,4295869059,Xetra,Consumer Non-Cyclicals,Personal & Household Products & Services,True
561,Softship GmbH,SFOG.DE^L17,DE0005758304,4295869075,Xetra,Technology,Software & IT Services,True
562,Babcock Borsig AG,DBCG.DE^G01,DE0005507008,4295869241,,Industrials,Industrial & Commercial Services,True
563,BdAG Balcke Duerr AG,DWRG.F^G01,DE0005565006,4295869062,Frankfurt Stock Exchange,Industrials,Industrial & Commercial Services,True
564,Schoen & Cie AG,SCCG.F^L12,DE0007198806,4295868869,Frankfurt Stock Exchange,Industrials,Industrial Goods,True
565,init innovation in traffic systems SE,IXXG.DE,DE0005759807,5054883197,Xetra,Technology,Software & IT Services,False
566,SVC AG Schmidt Vogel Consulting,SVAG.DE^J01,DE0007300303,5000029433,Xetra,Technology,Software & IT Services,True
567,SM Wirtschaftsberatungs AG,SMWN.DE,DE000A1RFMZ1,4295869728,Xetra,Real Estate,Real Estate,False
568,M Tech Technologie und Beteiligungs AG,SHUG_p.F^H01,DE0007236333,4295868899,Frankfurt Stock Exchange,Industrials,Industrial & Commercial Services,True
569,SWARCO Traffic Holding GmbH,MTBG.F^K14,DE0007236309,5064708347,Frankfurt Stock Exchange,Industrials,Industrial & Commercial Services,True
570,Teldafax AG,TFXG.DE^I01,DE0007455107,4295869710,Xetra,Technology,Software & IT Services,True
571,Suedzucker AG,SZUG_p.DE^I01,DE0007297038,4295869156,Xetra,Consumer Non-Cyclicals,Food & Beverages,True
572,AdCapital AG,ADCG_p.DE^J01,DE0005214530,4295869306,Xetra,Financials,Banking & Investment Services,True
573,HAGEN Batterie AG,HBAGa.F^L03,DE0007241259,4295869586,Frankfurt Stock Exchange,Technology,Technology Equipment,True
574,HAGEN Batterie AG,HBAG.F^J01,DE0005000509,4295869586,Frankfurt Stock Exchange,Technology,Technology Equipment,True
575,MLP SE,MLPG_p.DE^I01,DE0006569932,5057829971,Xetra,Financials,Banking & Investment Services,True
576,STADA Arzneimittel AG,STAG_p.DE^K01,,4295869543,Xetra,Healthcare,Pharmaceuticals & Medical Research,True
577,Fpb Holding AG,FMNG.DE^K01,DE0005772305,5000089721,Xetra,Basic Materials,Applied Resources,True
578,Stratec Se,SBSG.DE,DE000STRA555,5067158273,Xetra,Healthcare,Healthcare Services & Equipment,False
579,Scholz and Friends Group GmbH,SFAG.F^K05,DE0006972805,5000414856,Frankfurt Stock Exchange,Consumer Cyclicals,Cyclical Consumer Services,True
580,SG Holding AG,SCGG_p.DE^K01,DE0008262536,4295869350,Xetra,Consumer Cyclicals,Automobiles & Auto Parts,True
581,Koenig & Bauer AG,SKBG_p.DE^L01,DE0007193534,4295868767,Xetra,Industrials,Industrial Goods,True
582,Vivacon AG,VIVG.DE^F14,DE0006048911,4295869672,Xetra,Real Estate,Real Estate,True
583,Baum AG,BAMGn.F^D04,DE0005083109,5000088770,Frankfurt Stock Exchange,Industrials,Industrial & Commercial Services,True
584,Ueberlandwerk Unterfranken AG,UUFG.F^B02,DE0007565004,5000356318,Frankfurt Stock Exchange,,,True
585,Loginet3 AG,PPBG.F^A13,DE0006945702,5001426595,Frankfurt Stock Exchange,Financials,Banking & Investment Services,True
586,Christian Adalbert Kupferberg & Compagnie,KUPG.F^C03,DE0006341001,5000764739,Frankfurt Stock Exchange,,,True
587,Senvion GmbH,RPWGn.DE^K11,DE0006177033,5050647520,Xetra,Energy,Renewable Energy,True
588,Uniprof Real Estate Holding AG,UPRG.F^F22,DE0005509129,4295869568,Frankfurt Stock Exchange,Real Estate,Real Estate,True
589,Dyckerhoff & Widmann AG,DYWG.F^F02,DE0005575500,4295868938,Frankfurt Stock Exchange,Basic Materials,Mineral Resources,True
590,TIG Themis Industries Group GmbH & Co KGaA,VCHGkn.DE^L10,DE000A0XYL04,4295870098,Xetra,Financials,Investment Holding Companies,True
591,Aareal Bank AG,ARLn.DE^K23,DE000A37FT90,4295870187,Xetra,Financials,Banking & Investment Services,True
592,Aire GmbH & Co KGaA,IREG.DE^F13,DE0006344211,5000001759,Xetra,Real Estate,Real Estate,True
593,Dresdner Bank AG,DRSDn.DE^G02,DE0005350003,4295869979,Xetra,Financials,Banking & Investment Services,True
594,Heidelberg Materials AG,HEIG_p.DE^G02,DE0006047038,4295868961,Xetra,Basic Materials,Mineral Resources,True
595,Solar Fabrik fuer Produktion und Vertrieb von solartechnischen Produkten AG,SFXG.DE^G15,DE0006614712,4295869989,Xetra,Energy,Renewable Energy,True
596,IKON Praezisionstechnik GmbH,ZEIG.F^H02,DE0007872004,4295868811,Frankfurt Stock Exchange,,,True
597,Kiekert AG,KIEG.F^H02,DE0006286206,4295869128,Frankfurt Stock Exchange,Consumer Cyclicals,Automobiles & Auto Parts,True
598,Mologen AG,MGNK.DE^K20,DE000A2LQ900,4295869711,Xetra,Healthcare,Pharmaceuticals & Medical Research,True
599,HIS Sportswear AG,HISG.F^G02,DE0006066004,4295869483,Frankfurt Stock Exchange,Consumer Cyclicals,Cyclical Consumer Products,True
600,Generali Deutschland Versicherung AG,AMVG.F^H02,DE0008410804,4295868893,Frankfurt Stock Exchange,Financials,Insurance,True
601,Generali Deutschland Lebensversicherung AG,AMLG.F^H02,DE0008453929,5000063322,Frankfurt Stock Exchange,Financials,Insurance,True
602,MONACHIA Grundstuecks GmbH,MOA.F^H02,DE0006622905,4295868716,Frankfurt Stock Exchange,Real Estate,Real Estate,True
603,Zanders-Abwicklungs GmbH,ZANG.F^H02,DE0007852105,4295869570,Frankfurt Stock Exchange,Basic Materials,Applied Resources,True
604,Zanders-Abwicklungs GmbH,ZANG_p.F^H02,DE0007852139,4295869570,Frankfurt Stock Exchange,Basic Materials,Applied Resources,True
605,JUMPtec Industrielle Computertechnik AG,JMPG.DE^H02,DE0006090608,4295869757,Xetra,Technology,Technology Equipment,True
606,Eurohypo AG Europaeische Hypothekenbank Der Deutschen Bank,FHYG.F^H02,DE0008053000,4295869563,Frankfurt Stock Exchange,Financials,Banking & Investment Services,True
607,ODDO BHF SE,BHFG.DE^H02,DE0008025008,4295868925,Xetra,Financials,Banking & Investment Services,True
608,Gamma Holding Deutschland GmbH,VSWG.F^H02,DE0007644007,5000656290,Frankfurt Stock Exchange,Industrials,Industrial Goods,True
609,Rheinhyp Rheinische Hypothekenbank AG,RHYG.F^J02,DE0008101007,4295868800,Frankfurt Stock Exchange,Financials,Banking & Investment Services,True
610,Vodafone AG,VDFGn.DE^H02,DE0006560303,4295869199,Xetra,Technology,Telecommunications Services,True
611,Bbg Beteiligungs AG,BRKG.F^H02,DE0008009002,4295868732,Frankfurt Stock Exchange,Financials,Banking & Investment Services,True
612,Mainzer Aktien Bierbrauerei AG,MABG_p.F^H02,DE0006555048,4295868740,Frankfurt Stock Exchange,Consumer Non-Cyclicals,Food & Drug Retailing,True
613,Mainzer Aktien Bierbrauerei AG,MABG.F^H02,DE0006555006,4295868740,Frankfurt Stock Exchange,Consumer Non-Cyclicals,Food & Drug Retailing,True
614,Otavi Minen AG,OTAG.F^I02,DE0006873003,4295869611,Frankfurt Stock Exchange,Basic Materials,Mineral Resources,True
615,Joseph Voegele AG,JVOG.F^J02,DE0007658502,4295868927,Frankfurt Stock Exchange,Industrials,Industrial Goods,True
616,Your Family Entertainment AG,RTVG.DE^I02,DE0007060204,4295869826,Xetra,Consumer Cyclicals,Cyclical Consumer Services,True
617,Your Family Entertainment AG,RTVGk.DE^E11,DE000A161N14,4295869826,Xetra,Consumer Cyclicals,Cyclical Consumer Services,True
618,Blaue Quellen Mineral Und Heil Brunnen AG,BQUG.F^I02,DE0007042004,4295868751,Frankfurt Stock Exchange,Consumer Non-Cyclicals,Food & Beverages,True
619,EDOB Abwicklungs AG,ESCG_p.DE^J02,DE0005692131,4295869627,Xetra,Consumer Cyclicals,Cyclical Consumer Products,True
620,Michael Weinig AG,WEIG.F^J02,DE0007764805,4295868746,Frankfurt Stock Exchange,Industrials,Industrial Goods,True
621,Otto Reichelt AG,REHG.F^J02,DE0007007908,4295869242,Frankfurt Stock Exchange,Consumer Non-Cyclicals,Food & Drug Retailing,True
622,Aureum Realwert AG,TRBI.DE^K04,DE000A0N3FJ3,5000635365,Xetra,Financials,Banking & Investment Services,True
623,Horten AG,HORG.F^K02,DE0006083702,4295868952,Frankfurt Stock Exchange,Consumer Cyclicals,Retailers,True
624,Praktiker Bau Und Heimwerkermaerkte AG,PRBG.F^K02,DE0006943103,4295869262,Frankfurt Stock Exchange,Consumer Cyclicals,Retailers,True
625,ABB AG,ABBG.F^K02,DE0005291009,4295890597,Frankfurt Stock Exchange,Industrials,Industrial Goods,True
626,Ardagh Metal Packaging Germany GmbH,SMLG.F^L02,DE0007192304,4295870308,Frankfurt Stock Exchange,Basic Materials,Applied Resources,True
627,Rieter Ingolstadt GmbH,SSAG.F^L02,DE0007208001,4295869430,Frankfurt Stock Exchange,Industrials,Industrial Goods,True
628,Consors Discount Broker AG,CSOG.DE^L02,DE0005427009,4295869789,Xetra,Financials,Banking & Investment Services,True
629,Pirelli Deutschland AG,VPIG.F^L02,DE0007602005,5000008680,Frankfurt Stock Exchange,Consumer Cyclicals,Automobiles & Auto Parts,True
630,Naturenergie Hochrhein AG,KRFG.F^A03,DE0007019002,4295869939,Frankfurt Stock Exchange,,,True
631,Gardena GmbH,GADG_p.DE^A03,DE0005852032,4295869193,Xetra,Financials,Investment Holding Companies,True
632,EnBW Immobilienbeteiligungen GmbH (Pre-Reincorporation),SAMG.F^A03,DE0007305005,5000771353,Frankfurt Stock Exchange,Consumer Cyclicals,Retailers,True
633,Massa AG,MASG.F^A03,DE0006579600,4295868898,Frankfurt Stock Exchange,Real Estate,Real Estate,True
634,Tecis Holding AG,TESG.DE^B03,DE0006211600,4295869726,Xetra,Financials,Banking & Investment Services,True
635,Nuernberger Beteiligungs AG,NLVG.DE^B03,DE0008435900,4295868982,Xetra,Financials,Insurance,True
636,Schaeffler Schweinfurt Beteiligungs GmbH,KFSG.DE^B03,DE0005754709,4295869272,Xetra,Industrials,Industrial Goods,True
637,Hindrichs Auffermann AG,AUFG.F^D03,DE0006064009,4295868855,Frankfurt Stock Exchange,Consumer Cyclicals,Cyclical Consumer Products,True
638,DB Mobility Logistics AG,SNSG.DE^E03,DE0007264301,4295869121,Xetra,Industrials,Transportation,True
639,Neckarwerke Stuttgart GmbH,NEWG.F^F03,DE0006758006,4295869400,Frankfurt Stock Exchange,Utilities,Utilities,True
640,Saint-Gobain Isover G+H AG,GZHG.F^F03,DE0005906705,4295869941,Frankfurt Stock Exchange,Industrials,Industrial & Commercial Services,True
641,BUS Berzelius Umwelt Service AG,BUSG_p.DE^F03,DE0005285738,4295868866,Xetra,Industrials,Industrial & Commercial Services,True
642,BUS Berzelius Umwelt Service AG,BUSG.DE^F03,DE0005285704,4295868866,Xetra,Industrials,Industrial & Commercial Services,True
643,Gerresheimer Glas GmbH,GERG.F^G03,DE0005873004,4295869542,Frankfurt Stock Exchange,Basic Materials,Applied Resources,True
644,Solarworld AG,SWVKk.DE^H17,DE000A1YCMM2,4295869876,Xetra,Energy,Renewable Energy,True
645,Sappi Ehingen AG,SWZG.F^G03,DE0007218703,4295868803,Frankfurt Stock Exchange,Basic Materials,Applied Resources,True
646,Ruetgers GmbH,RUEG.F^H03,DE0007072001,4295869245,Frankfurt Stock Exchange,Basic Materials,Chemicals,True
647,Brokat Technologies AG,BRJG.DE^G03,DE0005221907,4295869713,Xetra,Technology,Software & IT Services,True
648,Scoliocare Orthomed GmbH,ROLG.F^G03,DE0005751002,4295869143,Frankfurt Stock Exchange,Healthcare,Healthcare Services & Equipment,True
649,Sleepz AG,BTBB.DE^J21,DE000A2E3772,4295869847,Xetra,Consumer Cyclicals,Retailers,True
650,SNP Schneider-Neureither & Partner SE,SHFG.DE,DE0007203705,5059947589,Xetra,Technology,Software & IT Services,False
651,Barmag AG,BRGG.F^I03,DE0005165906,4295869145,Frankfurt Stock Exchange,Industrials,Industrial Goods,True
652,Generali Beteiligungsund Verwaltungs-AG,VOVG.F^I03,DE0008404500,4298428014,Frankfurt Stock Exchange,Financials,Insurance,True
653,Agor AG,DOOG.F^L12,DE0005546006,4295869518,Frankfurt Stock Exchange,Basic Materials,Mineral Resources,True
